"currency","mean_model","p","q","dist","aic","bic","lbz","lbz2c","lbz2a","persistence"
"SDR","ARMA(0,1)",2,2,"sstd",1.79211063411725,1.81716044566535,0.867418286432717,6.35367082266747e-05,1.30161881471968e-05,0.969718790100086
"SDR","ARMA(0,1)",3,2,"norm",1.83612264134411,1.85838914049798,0.787768354717166,0.00399279104026062,0.00112830052794377,0.960396795222359
"SDR","ARMA(0,1)",3,2,"std",1.79453683457525,1.81958664612336,0.877577015125078,7.1873376597531e-05,1.48408720980209e-05,0.968479226172713
"SDR","ARMA(0,1)",3,2,"sstd",1.79321551376204,1.82104863770438,0.868005155331466,6.14894585171388e-05,1.25705300174639e-05,0.9697943698753
"SDR","ARMA(0,1)",4,2,"norm",1.83655612410455,1.86160593565266,0.843652025529595,0.0326849128684368,0.0117211088732886,0.939707276427294
"SDR","ARMA(0,1)",4,2,"std",1.79565134953606,1.8234844734784,0.877927624642135,6.95377944704978e-05,1.43281229648684e-05,0.968593432841753
"SDR","ARMA(0,1)",4,2,"sstd",1.79433147142018,1.82494790775675,0.868382964472938,5.96653717995776e-05,1.21743037878597e-05,0.969890534451784
"SDR","ARMA(0,1)",1,3,"norm",1.82844639730548,1.84792958406512,0.83008013160454,0.0593034263172599,0.0231688732197638,0.956071692296347
"SDR","ARMA(0,1)",1,3,"std",1.7924529227559,1.81471942190977,0.888991348893516,0.000747224985318318,0.000182371709283813,0.961416918967656
"SDR","ARMA(0,1)",1,3,"sstd",1.7910901253656,1.81613993691371,0.878942590857928,0.000590845165747589,0.000141566836498019,0.963347693497144
"SDR","ARMA(0,1)",2,3,"norm",1.82943895640333,1.8517054555572,0.830150457169354,0.0593258784293321,0.0231789919946277,0.956066441794604
"SDR","ARMA(0,1)",2,3,"std",1.7934454801104,1.8184952916585,0.888994548825935,0.000747473000155985,0.000182437058572238,0.961414757434538
"SDR","ARMA(0,1)",2,3,"sstd",1.79208267872565,1.81991580266798,0.87894182648614,0.000590714796974479,0.000141533173276143,0.963347480389976
"SDR","ARMA(0,1)",3,3,"norm",1.83040174040646,1.85545155195457,0.829753665351261,0.0638650886046074,0.0252390900778462,0.954330626790267
"SDR","ARMA(0,1)",3,3,"std",1.79443803722806,1.82227116117039,0.888986918669975,0.000747005628131681,0.00018231391255874,0.96141715925357
"SDR","ARMA(0,1)",3,3,"sstd",1.79307523628249,1.82369167261906,0.878939563570459,0.00059067004957758,0.000141521618955531,0.96334739663556
"SDR","ARMA(0,1)",4,3,"norm",1.83162018079955,1.85945330474189,0.829343474722011,0.0630053413113536,0.0248467280043004,0.954272411231384
"SDR","ARMA(0,1)",4,3,"std",1.79556022785438,1.82617666419095,0.889361136971575,0.00070021864662495,0.000170020748441191,0.961575219270183
"SDR","ARMA(0,1)",4,3,"sstd",1.79419814080884,1.82759788953964,0.879364190543355,0.000548490434141735,0.000130664032788608,0.963508490042006
"SDR","ARMA(0,1)",1,4,"norm",1.82966840582344,1.85193490497731,0.829976136877141,0.0582034522499579,0.022674004370588,0.95615321377527
"SDR","ARMA(0,1)",1,4,"std",1.79340548003169,1.8184552915798,0.893043261575748,0.000305178942336726,6.95744211527405e-05,0.959978702971369
