Date,CNY,USD,TWI,SDR
13-Jan-2020,4.7714,0.6914,59.4,0.5013
14-Jan-2020,4.7449,0.6902,59.3,0.5001
15-Jan-2020,4.7566,0.6899,59.3,0.4997
16-Jan-2020,4.755,0.6907,59.3,0.5
17-Jan-2020,4.7374,0.6895,59.2,0.4988
20-Jan-2020,4.7145,0.6884,59.1,0.4986
21-Jan-2020,4.7331,0.6865,59.1,0.4972
22-Jan-2020,4.7208,0.6839,58.9,0.4957
23-Jan-2020,4.7533,0.6867,59.1,0.4979
24-Jan-2020,4.7536,0.6847,59,0.4963
28-Jan-2020,4.6946,0.6762,58.4,0.4913
29-Jan-2020,4.7029,0.6774,58.5,0.4926
30-Jan-2020,4.6786,0.6739,58.3,0.4901
31-Jan-2020,4.6682,0.6724,58.1,0.4887
03-Feb-2020,4.6987,0.6696,58.1,0.4863
04-Feb-2020,4.7029,0.6719,58.2,0.4879
05-Feb-2020,4.7186,0.6738,58.5,0.4896
06-Feb-2020,4.7053,0.676,58.6,0.4915
07-Feb-2020,4.6891,0.6718,58.4,0.4891
10-Feb-2020,4.6827,0.6699,58.3,0.4887
11-Feb-2020,4.6814,0.6709,58.3,0.4894
12-Feb-2020,4.6848,0.6728,58.4,0.4911
13-Feb-2020,4.6905,0.6719,58.4,0.4904
14-Feb-2020,4.6913,0.6719,58.4,0.4912
17-Feb-2020,4.6918,0.6725,58.5,0.4918
18-Feb-2020,4.6806,0.6692,58.3,0.4894
19-Feb-2020,4.6907,0.6696,58.4,0.4899
20-Feb-2020,4.6692,0.665,58.2,0.4873
21-Feb-2020,4.6431,0.6605,57.9,0.4851
24-Feb-2020,4.647,0.6609,58,0.4851
25-Feb-2020,4.6397,0.6614,57.9,0.4851
26-Feb-2020,4.6297,0.6596,57.7,0.483
27-Feb-2020,4.601,0.6555,57.4,0.4795
28-Feb-2020,4.5742,0.6524,57,0.4763
02-Mar-2020,4.546,0.6522,56.8,0.4749
03-Mar-2020,4.5673,0.6552,56.9,0.4752
04-Mar-2020,4.5724,0.6595,57.1,0.4785
05-Mar-2020,4.5934,0.662,57.4,0.4792
06-Mar-2020,4.5927,0.6602,57.1,0.4771
09-Mar-2020,4.5392,0.6539,56.4,0.4696
10-Mar-2020,4.5543,0.6566,56.6,0.4691
11-Mar-2020,4.5221,0.6505,56.2,0.4667
12-Mar-2020,4.5021,0.6457,56,0.464
13-Mar-2020,4.4118,0.6307,55.1,0.455
16-Mar-2020,4.3227,0.6176,54.1,0.4481
17-Mar-2020,4.2817,0.6121,53.7,0.444
18-Mar-2020,4.2175,0.6018,53,0.4398
19-Mar-2020,3.9412,0.5571,49.9,0.4082
20-Mar-2020,4.1465,0.5853,52.4,0.4343
23-Mar-2020,4.0896,0.5762,51.8,0.4271
24-Mar-2020,4.1886,0.5912,53,0.4393
25-Mar-2020,4.2471,0.6007,53.7,0.4434
26-Mar-2020,4.2152,0.5931,53,0.4385
27-Mar-2020,4.3103,0.6102,53.9,0.4484
30-Mar-2020,4.3639,0.615,54.4,0.4503
31-Mar-2020,4.377,0.6175,54.7,0.4505
01-Apr-2020,4.3412,0.6124,54.3,0.4487
02-Apr-2020,4.319,0.6081,54,0.4452
03-Apr-2020,4.3048,0.6072,54,0.4447
06-Apr-2020,4.2797,0.6035,53.8,0.4443
07-Apr-2020,4.3472,0.6145,54.6,0.4525
08-Apr-2020,4.3386,0.6146,54.5,0.4513
09-Apr-2020,4.3912,0.6211,55.1,0.4559
14-Apr-2020,4.5246,0.6419,56.6,0.4699
15-Apr-2020,4.5051,0.6384,56.3,0.4665
16-Apr-2020,4.4506,0.6286,55.7,0.4599
17-Apr-2020,4.5017,0.636,56.3,0.466
20-Apr-2020,4.4916,0.6346,56.2,0.4657
21-Apr-2020,4.4733,0.6314,56,0.4629
22-Apr-2020,4.4785,0.6323,56.1,0.4644
23-Apr-2020,4.4902,0.6341,56.2,0.4652
24-Apr-2020,4.4943,0.6343,56.3,0.4666
27-Apr-2020,4.5716,0.6462,57.2,0.4753
28-Apr-2020,4.5745,0.6457,57.2,0.4734
29-Apr-2020,4.629,0.6542,57.7,0.4789
30-Apr-2020,4.6299,0.6566,57.8,0.4814
01-May-2020,4.5621,0.6459,56.9,0.4727
04-May-2020,4.5077,0.6382,56.3,0.4661
05-May-2020,4.5621,0.6459,56.9,0.4728
06-May-2020,4.5713,0.6449,56.9,0.4732
07-May-2020,4.561,0.6426,56.8,0.4719
08-May-2020,4.6183,0.653,57.6,0.4798
11-May-2020,4.6343,0.6543,57.7,0.4798
12-May-2020,4.5943,0.6477,57.3,0.4759
13-May-2020,4.5903,0.6473,57.2,0.4753
14-May-2020,4.5672,0.6434,56.9,0.4721
15-May-2020,4.5841,0.6455,57.2,0.4751
18-May-2020,4.5724,0.6429,57,0.4729
19-May-2020,4.637,0.652,57.7,0.48
20-May-2020,4.6525,0.6551,57.9,0.4797
21-May-2020,4.6585,0.6556,57.9,0.4802
22-May-2020,4.6575,0.6541,57.9,0.4789
25-May-2020,4.6627,0.6529,57.9,0.4794
26-May-2020,4.6912,0.6577,58.2,0.4829
27-May-2020,4.7507,0.664,58.8,0.4865
28-May-2020,4.7369,0.6612,58.6,0.4837
29-May-2020,4.7587,0.6659,58.8,0.4876
01-Jun-2020,4.7979,0.6742,59.3,0.4914
02-Jun-2020,4.8429,0.6803,59.8,0.4961
03-Jun-2020,4.9361,0.694,60.9,0.5044
04-Jun-2020,4.9189,0.6906,60.6,0.5018
05-Jun-2020,4.9613,0.7,61.2,0.5089
09-Jun-2020,4.9474,0.6995,61,0.507
10-Jun-2020,4.9467,0.6997,60.9,0.5066
11-Jun-2020,4.9001,0.6929,60.3,0.4997
12-Jun-2020,4.8625,0.6867,59.9,0.4952
15-Jun-2020,4.8172,0.679,59.4,0.4911
16-Jun-2020,4.9119,0.6946,60.6,0.5036
17-Jun-2020,4.8791,0.6882,60.1,0.4974
18-Jun-2020,4.8627,0.687,60,0.4979
19-Jun-2020,4.8614,0.6861,60,0.497
22-Jun-2020,4.8576,0.686,60,0.498
23-Jun-2020,4.8825,0.6897,60.2,0.5005
24-Jun-2020,4.9079,0.6943,60.5,0.5025
25-Jun-2020,4.8663,0.6875,60,0.497
26-Jun-2020,4.8755,0.6888,60.1,0.5001
29-Jun-2020,4.8676,0.6879,60.1,0.4991
30-Jun-2020,4.8523,0.6863,60,0.4974
01-Jul-2020,4.8748,0.6895,60.2,0.5012
02-Jul-2020,4.8916,0.6924,60.4,0.5028
03-Jul-2020,4.8969,0.693,60.5,0.5019
06-Jul-2020,4.9111,0.6972,60.7,0.5049
07-Jul-2020,4.8801,0.6958,60.5,0.5039
08-Jul-2020,4.8715,0.6941,60.4,0.5025
09-Jul-2020,4.8818,0.6986,60.6,0.5054
10-Jul-2020,4.8579,0.6931,60.3,0.5002
13-Jul-2020,4.8835,0.6978,60.6,0.504
14-Jul-2020,4.8679,0.6942,60.4,0.5011
15-Jul-2020,4.8983,0.7,60.8,0.5052
16-Jul-2020,4.8933,0.6993,60.8,0.5029
17-Jul-2020,4.8883,0.6982,60.7,0.5033
20-Jul-2020,4.8827,0.6987,60.7,0.5031
21-Jul-2020,4.9226,0.704,61.1,0.5063
22-Jul-2020,4.9867,0.7152,61.8,0.5144
23-Jul-2020,5.0058,0.7151,61.9,0.5123
24-Jul-2020,4.9744,0.7086,61.4,0.5076
27-Jul-2020,4.9912,0.7129,61.5,0.5104
28-Jul-2020,4.9991,0.7141,61.6,0.5083
29-Jul-2020,5.0183,0.7165,61.7,0.5098
30-Jul-2020,5.0134,0.7159,61.7,0.5089
31-Jul-2020,5.0409,0.7213,61.9,0.5126
04-Aug-2020,4.9783,0.7132,61.4,0.5074
05-Aug-2020,4.9975,0.7181,61.7,0.5102
06-Aug-2020,5.0058,0.7207,61.8,0.5104
07-Aug-2020,5.0192,0.7207,61.9,0.5101
10-Aug-2020,4.9904,0.7165,61.6,0.5079
11-Aug-2020,4.9898,0.7177,61.7,0.5101
12-Aug-2020,4.9459,0.7118,61.3,0.505
13-Aug-2020,4.9795,0.7172,61.6,0.5094
14-Aug-2020,4.9701,0.7157,61.5,0.5072
17-Aug-2020,4.9831,0.7183,61.7,0.5096
18-Aug-2020,5.0082,0.7225,62,0.5117
19-Aug-2020,5.0178,0.7249,62,0.5121
20-Aug-2020,4.9655,0.7172,61.6,0.5057
21-Aug-2020,4.9747,0.7204,61.7,0.51
24-Aug-2020,4.9655,0.7178,61.6,0.5085
25-Aug-2020,4.958,0.7174,61.5,0.5078
26-Aug-2020,4.9668,0.7193,61.7,0.5096
27-Aug-2020,4.9827,0.7237,61.9,0.5125
28-Aug-2020,5.0154,0.7299,62.3,0.5168
31-Aug-2020,5.0389,0.7354,62.6,0.5185
01-Sep-2020,5.0542,0.7412,62.9,0.5224
02-Sep-2020,5.0257,0.736,62.6,0.517
03-Sep-2020,4.9997,0.7306,62.3,0.5155
04-Sep-2020,4.9726,0.727,62,0.5142
07-Sep-2020,4.9728,0.7279,62.1,0.5148
08-Sep-2020,4.9809,0.7289,62.2,0.5156
09-Sep-2020,4.9494,0.7225,61.8,0.5118
10-Sep-2020,4.9788,0.728,62.2,0.5167
11-Sep-2020,4.9779,0.7281,62.2,0.5152
14-Sep-2020,4.9767,0.7287,62.2,0.516
15-Sep-2020,4.9702,0.7328,62.3,0.5183
16-Sep-2020,4.9502,0.7311,62.1,0.5161
17-Sep-2020,4.9273,0.7278,61.9,0.5137
18-Sep-2020,4.9455,0.732,62,0.5177
21-Sep-2020,4.9438,0.7315,61.9,0.5164
22-Sep-2020,4.8985,0.7213,61.4,0.5104
23-Sep-2020,4.8467,0.7135,60.8,0.5054
24-Sep-2020,4.8037,0.7042,60.3,0.5003
25-Sep-2020,4.8145,0.7061,60.4,0.5029
28-Sep-2020,4.8124,0.7049,60.3,0.5022
29-Sep-2020,4.8336,0.7084,60.6,0.5036
30-Sep-2020,4.8425,0.7108,60.7,0.5051
01-Oct-2020,4.8814,0.7188,61.2,0.5106
02-Oct-2020,4.8481,0.7139,60.8,0.5062
06-Oct-2020,4.8834,0.7191,61.1,0.5093
07-Oct-2020,4.8379,0.7124,60.7,0.5042
08-Oct-2020,4.8522,0.7145,60.8,0.5063
09-Oct-2020,4.8186,0.7179,60.8,0.5086
12-Oct-2020,4.8585,0.7229,61.2,0.511
13-Oct-2020,4.8502,0.7185,60.9,0.5079
14-Oct-2020,4.8322,0.717,60.8,0.5068
15-Oct-2020,4.7969,0.7136,60.4,0.5055
16-Oct-2020,4.7529,0.7072,60,0.5011
19-Oct-2020,4.7485,0.7086,60,0.502
20-Oct-2020,4.7092,0.7043,59.6,0.4979
21-Oct-2020,4.7074,0.7081,59.7,0.5001
22-Oct-2020,4.7281,0.7093,59.8,0.4994
23-Oct-2020,4.754,0.7113,60,0.5014
26-Oct-2020,4.7581,0.7116,60.1,0.5013
27-Oct-2020,4.7813,0.7134,60.2,0.5034
28-Oct-2020,4.7947,0.7145,60.3,0.504
29-Oct-2020,4.739,0.7062,59.7,0.4997
30-Oct-2020,4.708,0.7044,59.5,0.4989
02-Nov-2020,4.6822,0.7,59.3,0.4959
03-Nov-2020,4.7046,0.703,59.5,0.4987
04-Nov-2020,4.7645,0.7105,60.2,0.5029
05-Nov-2020,4.7693,0.7166,60.4,0.507
06-Nov-2020,4.8138,0.7262,60.9,0.5115
09-Nov-2020,4.7981,0.7292,60.8,0.512
10-Nov-2020,4.8112,0.7282,61,0.5111
11-Nov-2020,4.8219,0.7309,61.1,0.5147
12-Nov-2020,4.8127,0.727,61,0.5127
13-Nov-2020,4.7887,0.723,60.6,0.5095
16-Nov-2020,4.798,0.729,60.9,0.5134
17-Nov-2020,4.8085,0.7322,61.1,0.5151
18-Nov-2020,4.7764,0.7295,60.8,0.5118
19-Nov-2020,4.7911,0.7295,60.8,0.5117
20-Nov-2020,4.7954,0.7295,60.8,0.5125
23-Nov-2020,4.8,0.7313,60.9,0.513
24-Nov-2020,4.8158,0.7317,61.1,0.5125
25-Nov-2020,4.8385,0.7356,61.3,0.5164
26-Nov-2020,4.8352,0.7362,61.3,0.5165
27-Nov-2020,4.8519,0.7375,61.4,0.5174
30-Nov-2020,4.868,0.7393,61.5,0.5187
01-Dec-2020,4.8459,0.7368,61.3,0.5152
02-Dec-2020,4.8329,0.7375,61.2,0.5161
03-Dec-2020,4.859,0.7409,61.5,0.5174
04-Dec-2020,4.8562,0.7428,61.4,0.517
07-Dec-2020,4.8552,0.743,61.5,0.5162
08-Dec-2020,4.8536,0.7426,61.5,0.5176
09-Dec-2020,4.8572,0.7442,61.5,0.5184
10-Dec-2020,4.8942,0.7478,61.9,0.5204
11-Dec-2020,4.9444,0.7561,62.6,0.5275
14-Dec-2020,4.9303,0.754,62.4,0.5256
15-Dec-2020,4.9234,0.7512,62.2,0.5222
16-Dec-2020,4.9482,0.7564,62.5,0.526
17-Dec-2020,4.9595,0.7587,62.6,0.5262
18-Dec-2020,4.9683,0.7594,62.7,0.5257
21-Dec-2020,4.9585,0.757,62.6,0.5242
22-Dec-2020,4.951,0.7557,62.6,0.5259
23-Dec-2020,4.9461,0.7552,62.5,0.5237
24-Dec-2020,4.9527,0.7582,62.7,0.5264
29-Dec-2020,4.9613,0.7596,62.7,0.5274
30-Dec-2020,4.9954,0.7657,63.1,0.5316
31-Dec-2020,5.0298,0.7702,63.4,0.5347
04-Jan-2021,4.9832,0.7703,63.1,0.5348
05-Jan-2021,4.9744,0.7701,63.1,0.5315
06-Jan-2021,5.0149,0.7766,63.6,0.5363
07-Jan-2021,5.0326,0.7795,63.8,0.5373
08-Jan-2021,5.0237,0.7769,63.8,0.5375
11-Jan-2021,4.9937,0.7697,63.5,0.5326
12-Jan-2021,4.9779,0.7691,63.4,0.534
13-Jan-2021,5.0123,0.7763,63.7,0.5388
14-Jan-2021,5.0154,0.7751,63.8,0.5375
15-Jan-2021,5.0232,0.7766,63.8,0.5386
18-Jan-2021,4.9866,0.7685,63.4,0.5336
19-Jan-2021,5.0067,0.7718,63.6,0.5359
20-Jan-2021,4.9953,0.7722,63.5,0.5363
21-Jan-2021,5.0205,0.7771,63.8,0.5395
22-Jan-2021,5.0106,0.7746,63.7,0.537
25-Jan-2021,5.0111,0.7738,63.6,0.5365
27-Jan-2021,4.9995,0.7736,63.6,0.5368
28-Jan-2021,4.9417,0.7628,62.9,0.5295
29-Jan-2021,4.9405,0.7645,63,0.5314
01-Feb-2021,4.9437,0.7652,63,0.5311
02-Feb-2021,4.9251,0.7623,62.8,0.53
03-Feb-2021,4.9175,0.7613,62.7,0.5302
04-Feb-2021,4.9239,0.7624,62.9,0.5313
05-Feb-2021,4.9177,0.7593,62.8,0.5298
08-Feb-2021,4.9551,0.7673,63.3,0.5353
09-Feb-2021,4.9832,0.7727,63.6,0.5382
10-Feb-2021,4.9831,0.774,63.6,0.5371
11-Feb-2021,4.9954,0.7735,63.6,0.5363
12-Feb-2021,5.0019,0.7745,63.7,0.537
15-Feb-2021,5.0258,0.7782,63.9,0.5401
16-Feb-2021,5.0348,0.7796,64.1,0.5411
17-Feb-2021,5.007,0.7753,63.8,0.5368
18-Feb-2021,5.0019,0.7754,63.9,0.5391
19-Feb-2021,5.0279,0.777,64,0.5398
22-Feb-2021,5.0899,0.7876,64.8,0.5458
23-Feb-2021,5.1175,0.7923,65,0.5493
24-Feb-2021,5.1131,0.7913,65,0.548
25-Feb-2021,5.142,0.797,65.4,0.5517
26-Feb-2021,5.0665,0.7829,64.5,0.5412
01-Mar-2021,5.0065,0.7745,63.9,0.5381
02-Mar-2021,5.0195,0.7755,64.1,0.5397
03-Mar-2021,5.0564,0.7822,64.6,0.5448
04-Mar-2021,5.0426,0.7793,64.4,0.5422
05-Mar-2021,4.9903,0.7709,63.9,0.5369
08-Mar-2021,5.0148,0.7702,64.1,0.5391
09-Mar-2021,4.9996,0.7663,64,0.5376
10-Mar-2021,5.0034,0.7684,64.1,0.5383
11-Mar-2021,5.0347,0.7747,64.4,0.5429
12-Mar-2021,5.0502,0.7785,64.6,0.5438
15-Mar-2021,5.0403,0.7749,64.5,0.5426
16-Mar-2021,5.0374,0.7753,64.5,0.5427
17-Mar-2021,5.0309,0.7737,64.4,0.5413
18-Mar-2021,5.0834,0.7827,65,0.5484
19-Mar-2021,5.0484,0.7753,64.5,0.5422
22-Mar-2021,5.0282,0.7726,64.3,0.5411
23-Mar-2021,5.0129,0.77,64.1,0.5388
24-Mar-2021,4.9582,0.7601,63.5,0.5329
25-Mar-2021,4.9651,0.76,63.6,0.5339
26-Mar-2021,4.9807,0.7613,63.7,0.5357
29-Mar-2021,4.9946,0.7631,63.9,0.5374
30-Mar-2021,5.0281,0.7652,64.2,0.5388
31-Mar-2021,4.9895,0.7602,63.9,0.5365
01-Apr-2021,4.9577,0.7543,63.4,0.5322
06-Apr-2021,5.009,0.7648,64,0.5392
07-Apr-2021,5.0087,0.766,64,0.5391
08-Apr-2021,5.0016,0.7638,63.9,0.536
09-Apr-2021,4.9912,0.7614,63.8,0.535
12-Apr-2021,4.9846,0.7605,63.7,0.5343
13-Apr-2021,4.9815,0.7604,63.7,0.5334
14-Apr-2021,5.0179,0.7672,64.1,0.5386
15-Apr-2021,5.0446,0.7716,64.4,0.5404
16-Apr-2021,5.0549,0.7745,64.6,0.5422
19-Apr-2021,5.0497,0.7738,64.5,0.5411
20-Apr-2021,5.0667,0.7803,64.7,0.544
21-Apr-2021,5.0104,0.7715,64.1,0.5377
22-Apr-2021,5.0224,0.7745,64.3,0.5403
23-Apr-2021,5.0233,0.7733,64.2,0.5389
26-Apr-2021,5.0431,0.7771,64.4,0.5414
27-Apr-2021,5.0552,0.7799,64.6,0.5427
28-Apr-2021,5.0237,0.7745,64.3,0.5393
29-Apr-2021,5.0444,0.7796,64.5,0.5435
30-Apr-2021,5.0314,0.7776,64.4,0.5408
03-May-2021,4.9947,0.7714,64.1,0.5372
04-May-2021,5.0135,0.7743,64.3,0.5401
05-May-2021,5.0019,0.7725,64.2,0.5395
06-May-2021,5.0159,0.7741,64.3,0.5403
07-May-2021,5.0239,0.7777,64.4,0.5424
10-May-2021,5.0524,0.7856,64.8,0.5472
11-May-2021,5.0398,0.7839,64.7,0.5435
12-May-2021,5.0194,0.7795,64.4,0.5406
13-May-2021,4.9779,0.7709,63.9,0.5352
14-May-2021,4.9806,0.7736,64,0.5387
17-May-2021,4.9906,0.7751,64.2,0.5388
18-May-2021,5.0062,0.7787,64.3,0.5403
19-May-2021,5.0066,0.7791,64.3,0.5395
20-May-2021,4.9918,0.7749,64.1,0.5369
21-May-2021,4.9894,0.7756,64,0.5376
24-May-2021,4.9794,0.7739,63.9,0.5356
25-May-2021,4.9714,0.7753,63.9,0.537
26-May-2021,4.981,0.7787,64.1,0.5385
27-May-2021,4.9459,0.7748,63.7,0.5357
28-May-2021,4.9236,0.7727,63.6,0.5349
31-May-2021,4.9214,0.7725,63.5,0.5347
01-Jun-2021,4.9341,0.7744,63.6,0.536
02-Jun-2021,4.9421,0.7742,63.7,0.5357
03-Jun-2021,4.9412,0.7733,63.7,0.5361
04-Jun-2021,4.9035,0.7653,63.2,0.5303
07-Jun-2021,4.951,0.7734,63.7,0.5375
08-Jun-2021,4.9501,0.7743,63.8,0.537
09-Jun-2021,4.9503,0.774,63.8,0.5365
10-Jun-2021,4.9396,0.7737,63.7,0.5359
11-Jun-2021,4.9529,0.7754,63.8,0.5377
15-Jun-2021,4.9392,0.7716,63.7,0.536
16-Jun-2021,4.923,0.7694,63.5,0.5346
17-Jun-2021,4.9013,0.7632,63.3,0.5301
18-Jun-2021,4.8587,0.7537,62.7,0.5273
21-Jun-2021,4.849,0.75,62.6,0.5249
22-Jun-2021,4.8579,0.7509,62.6,0.5262
23-Jun-2021,4.8923,0.7545,63,0.5289
24-Jun-2021,4.903,0.7569,63.2,0.5298
25-Jun-2021,4.9053,0.7594,63.2,0.5315
28-Jun-2021,4.9053,0.7591,63.3,0.5312
29-Jun-2021,4.8842,0.7563,63,0.5294
30-Jun-2021,4.8553,0.7518,62.7,0.5269
01-Jul-2021,4.8387,0.7483,62.5,0.5246
02-Jul-2021,4.8384,0.7466,62.5,0.5243
05-Jul-2021,4.8574,0.7513,62.8,0.5276
06-Jul-2021,4.8962,0.7578,63.2,0.5322
07-Jul-2021,4.8534,0.7504,62.7,0.5269
08-Jul-2021,4.8313,0.746,62.4,0.5241
09-Jul-2021,4.8176,0.7427,62.2,0.5217
12-Jul-2021,4.8373,0.7474,62.5,0.5246
13-Jul-2021,4.8432,0.7488,62.6,0.5256
14-Jul-2021,4.828,0.746,62.4,0.5235
15-Jul-2021,4.8312,0.7478,62.4,0.5256
16-Jul-2021,4.8094,0.7439,62.2,0.5222
19-Jul-2021,4.7849,0.7382,61.8,0.5189
20-Jul-2021,4.7509,0.7324,61.4,0.5155
21-Jul-2021,4.726,0.7298,61.2,0.5136
22-Jul-2021,4.7569,0.7356,61.6,0.5181
23-Jul-2021,4.7672,0.7365,61.7,0.5179
26-Jul-2021,4.7687,0.7353,61.7,0.5177
27-Jul-2021,4.7763,0.7372,61.8,0.5185
28-Jul-2021,4.7902,0.7361,61.7,0.5179
29-Jul-2021,4.7773,0.7383,61.7,0.5189
30-Jul-2021,4.771,0.7381,61.6,0.517
03-Aug-2021,4.7811,0.7397,61.8,0.518
04-Aug-2021,4.7792,0.7397,61.7,0.5179
05-Aug-2021,4.7803,0.7395,61.7,0.5181
06-Aug-2021,4.7781,0.7391,61.7,0.5181
09-Aug-2021,4.7652,0.7357,61.6,0.5165
10-Aug-2021,4.7489,0.733,61.4,0.5157
11-Aug-2021,4.7569,0.7338,61.6,0.5168
12-Aug-2021,4.7697,0.7365,61.7,0.5192
13-Aug-2021,4.7528,0.7337,61.5,0.5166
16-Aug-2021,4.7517,0.7336,61.4,0.5165
17-Aug-2021,4.7385,0.7311,61.3,0.5137
18-Aug-2021,4.7055,0.7259,60.9,0.5105
19-Aug-2021,4.6695,0.719,60.5,0.5067
20-Aug-2021,4.6375,0.7133,60,0.5032
23-Aug-2021,4.6494,0.7161,60.2,0.5056
24-Aug-2021,4.6869,0.7234,60.7,0.51
25-Aug-2021,4.6925,0.7245,60.7,0.5103
26-Aug-2021,4.7083,0.7264,60.9,0.5115
27-Aug-2021,4.699,0.7247,60.8,0.51
30-Aug-2021,4.7215,0.7297,61,0.5139
31-Aug-2021,4.7417,0.7335,61.2,0.5156
01-Sep-2021,4.7331,0.7325,61.1,0.5143
02-Sep-2021,4.7681,0.738,61.6,0.5185
03-Sep-2021,4.7947,0.7423,61.9,0.5215
06-Sep-2021,4.7979,0.7435,61.9,0.5224
07-Sep-2021,4.7913,0.7422,61.8,0.5215
08-Sep-2021,4.7732,0.7384,61.7,0.5178
09-Sep-2021,4.7491,0.7349,61.4,0.5163
10-Sep-2021,4.758,0.7382,61.5,0.5181
13-Sep-2021,4.7416,0.7348,61.4,0.5154
14-Sep-2021,4.7327,0.734,61.3,0.516
15-Sep-2021,4.718,0.7323,61.1,0.5142
16-Sep-2021,4.708,0.7317,61,0.5131
17-Sep-2021,4.7115,0.7303,61,0.5132
20-Sep-2021,4.6821,0.7241,60.7,0.509
21-Sep-2021,4.6996,0.7268,60.9,0.5122
22-Sep-2021,4.6897,0.725,60.7,0.5107
23-Sep-2021,4.6839,0.7244,60.7,0.5103
24-Sep-2021,4.7141,0.7297,61.1,0.5142
27-Sep-2021,4.7052,0.7284,61,0.5133
28-Sep-2021,4.717,0.731,61.3,0.5156
29-Sep-2021,4.6903,0.7254,61,0.5125
30-Sep-2021,4.6616,0.7206,60.8,0.5098
01-Oct-2021,4.6473,0.7211,60.7,0.5118
05-Oct-2021,4.6821,0.7265,61.1,0.5141
06-Oct-2021,4.6789,0.726,61.1,0.5139
07-Oct-2021,4.6925,0.7281,61.3,0.5166
08-Oct-2021,4.7076,0.7298,61.5,0.5173
11-Oct-2021,4.7117,0.7319,61.6,0.5188
12-Oct-2021,4.7422,0.7349,62,0.5209
13-Oct-2021,4.7314,0.734,61.8,0.5209
14-Oct-2021,4.7576,0.7388,62.1,0.5242
15-Oct-2021,4.7766,0.7422,62.4,0.5255
18-Oct-2021,4.7656,0.7403,62.3,0.5244
19-Oct-2021,4.7799,0.7455,62.5,0.5283
20-Oct-2021,4.7925,0.7499,62.8,0.5297
21-Oct-2021,4.8003,0.7508,62.8,0.531
22-Oct-2021,4.7843,0.7477,62.6,0.5285
25-Oct-2021,4.7784,0.7487,62.6,0.5291
26-Oct-2021,4.7972,0.7515,62.9,0.5313
27-Oct-2021,4.8046,0.7526,63,0.5319
28-Oct-2021,4.805,0.751,62.9,0.5317
29-Oct-2021,4.8226,0.7546,63.1,0.5339
01-Nov-2021,4.8066,0.7505,63,0.5302
02-Nov-2021,4.7979,0.7497,62.8,0.5314
03-Nov-2021,4.7578,0.7435,62.3,0.5265
04-Nov-2021,4.7623,0.7448,62.4,0.5276
05-Nov-2021,4.7344,0.7397,62.1,0.5248
08-Nov-2021,4.7331,0.7398,62,0.5256
09-Nov-2021,4.7395,0.741,62,0.5254
10-Nov-2021,4.7107,0.7368,61.7,0.5219
11-Nov-2021,4.6786,0.7304,61.4,0.5182
12-Nov-2021,4.6608,0.7287,61.3,0.5188
15-Nov-2021,4.6864,0.7343,61.6,0.5228
16-Nov-2021,4.687,0.7354,61.7,0.5235
17-Nov-2021,4.6535,0.7284,61.3,0.5199
18-Nov-2021,4.6371,0.7273,61.1,0.5197
19-Nov-2021,4.6448,0.7274,61.1,0.5193
22-Nov-2021,4.6302,0.7253,61,0.5186
23-Nov-2021,4.611,0.7221,60.9,0.5167
24-Nov-2021,4.6078,0.7209,60.9,0.5169
25-Nov-2021,4.6023,0.7204,60.9,0.5168
26-Nov-2021,4.5647,0.7142,60.4,0.5124
29-Nov-2021,4.5571,0.714,60.3,0.5122
30-Nov-2021,4.5519,0.7144,60.2,0.511
01-Dec-2021,4.5616,0.7169,60.3,0.5118
02-Dec-2021,4.5212,0.7098,59.8,0.5072
03-Dec-2021,4.5089,0.7076,59.7,0.5052
06-Dec-2021,4.4742,0.7025,59.3,0.5023
07-Dec-2021,4.5051,0.7071,59.7,0.5058
08-Dec-2021,4.5325,0.7133,60.1,0.5109
09-Dec-2021,4.5511,0.7174,60.4,0.5134
10-Dec-2021,4.5514,0.7151,60.3,0.5116
13-Dec-2021,4.5658,0.7176,60.5,0.5141
14-Dec-2021,4.5219,0.7104,60,0.5086
15-Dec-2021,4.5277,0.7114,60.1,0.5087
16-Dec-2021,4.5593,0.716,60.5,0.5127
17-Dec-2021,4.5652,0.7167,60.4,0.5127
20-Dec-2021,4.5343,0.7109,60.1,0.5084
21-Dec-2021,4.5341,0.7113,60.1,0.5096
22-Dec-2021,4.5457,0.7133,60.3,0.5107
23-Dec-2021,4.5931,0.721,60.8,0.5159
24-Dec-2021,4.6069,0.7232,60.9,0.5167
29-Dec-2021,4.6086,0.7233,61,0.5168
30-Dec-2021,4.6225,0.7258,61.1,0.5186
31-Dec-2021,4.625,0.7256,61.1,0.5184
04-Jan-2022,4.5949,0.7211,60.8,0.5147
05-Jan-2022,4.6083,0.7232,61,0.5178
06-Jan-2022,4.5767,0.7177,60.6,0.5129
07-Jan-2022,4.5664,0.7162,60.5,0.5122
10-Jan-2022,4.5848,0.7193,60.7,0.5144
11-Jan-2022,4.5778,0.7186,60.5,0.5133
12-Jan-2022,4.5946,0.7218,60.7,0.5154
13-Jan-2022,4.6381,0.7291,61.2,0.5201
14-Jan-2022,4.6311,0.7283,61,0.5175
17-Jan-2022,4.5741,0.7207,60.5,0.5119
18-Jan-2022,4.5648,0.7195,60.4,0.5111
19-Jan-2022,4.5653,0.7188,60.4,0.5121
20-Jan-2022,4.5914,0.7238,60.8,0.5161
